1839	0.900055408
1839	1.265326262
1839	1.815663099
1839	2.692897081
1839	3.594346523
1839	0.640441418
1839	1.391020775
1839	1.920037508
1839	2.67442894
1839	3.36057663
1839	0.640470982
1839	1.250076056
1839	2.016139984
1839	2.437617302
1839	3.175518751
1677	0.68768549
1677	1.326401472
1677	1.878336191
1677	2.578286171
1677	3.501676798
1677	0.717323065
1677	1.249708176
1677	1.812901258
1677	2.500029802
1677	3.188118219
1677	0.640528917
1677	1.406628609
1673	1.843613625
1673	2.469912052
1673	3.656501532
1648	0.640442133
1619	1.466636419
1648	2.192055702
1673	2.937617064
1648	3.453239441
1527	0.656130552
1611	1.235099316
1585	1.875173569
1527	2.875422239
1611	3.078753233
1679	0.62529397
1517	1.2032125
1543	1.85962081
1609	2.453721523
1517	3.346246481
1655	0.687752724
1610	1.250086308
1460	1.844004869
1492	2.844129801
1460	3.125281811
1711	0.703294992
1555	1.468744278
1592	2.172065973
1599	2.594199181
1447	3.047209263
1839	0.625178099
1839	1.265651941
1839	2.109683514
1839	2.719153404
1839	3.078460217
1839	0.577989101
1839	1.375375271
1839	2.218891144
1839	2.814470053
1839	3.156555414
1839	0.625188351
1839	1.312955379
1839	2.140509844
1839	2.469250441
1839	3.062800646
1677	0.609229803
1677	1.23474741
1677	1.812459707
1677	2.753341675
1677	3.238157749
1677	0.656126976
1677	1.390659094
1677	1.919624805
1677	2.581667662
1677	3.203413725
1677	0.652907133
1673	1.25519228
1673	1.781237602
1673	2.546914339
1673	3.156540155
1648	0.672074795
1648	1.390632868
1583	1.859612465
1583	2.641050339
1583	3.23466444
1611	0.656379461
1643	1.23446846
1561	1.922107458
1609	2.625478506
1561	3.344017029
1527	0.609537601
1517	1.453138351
1492	2.125338316
1527	2.640717268
1535	3.172110558
1605	0.672086716
1604	1.359431505
1431	2.125160694
1460	2.625400305
1460	3.328332186
1588	0.644141674
1543	1.405869722
1537	2.015951872
1441	2.64111495
1463	3.125020981
1839	0.628850937
1839	1.234084845
1839	2.154408216
1839	2.925304413
1839	3.437636852
1839	0.718914509
1839	1.359410763
1839	2.15668869
1839	2.797297239
1839	3.453547955
1839	0.828262806
1839	1.390637159
1839	2.078246593
1839	2.890967846
1839	3.281555891
1677	0.640801191
1677	1.312512159
1677	2.000124931
1677	2.594201803
1677	3.360630274
1677	0.640830278
1677	1.265656233
1677	2.062701225
1677	2.51599431
1677	3.20685339
1742	0.656129599
1673	1.3126266
1673	1.809069157
1673	2.535542011
1673	3.437716246
1619	0.749822378
1583	1.328522682
1648	1.890852451
1583	2.468793869
1648	3.172738552
1619	0.660307646
1527	1.168507099
1583	1.687461853
1527	2.297069311
1527	3.219968796
1626	0.656494379
1619	1.265626669
1492	1.812480927
1611	2.469649553
1492	3.18815279
1535	0.640472174
1643	1.265677452
1611	1.875247002
1460	2.438052893
1460	3.187753201
1467	0.609575033
1516	1.250055075
1421	2.140791893
1464	2.891058207
1591	3.109698057
1839	0.60957098
1839	1.421912193
1839	1.893880129
1839	2.6375494
1839	3.490284204
1839	0.625268221
1839	1.188347101
1839	1.828435183
1839	2.493772507
1839	3.039286375
1839	0.609560966
1839	1.196148396
1839	1.921791077
1839	2.567706585
1839	3.094403744
1677	0.718579769
1677	1.344117641
1677	1.937756062
1677	2.562563658
1677	3.047143936
1677	0.657444477
1677	1.328170776
1677	1.953402758
1677	2.578214407
1677	3.123428345
1694	0.750169992
1673	1.421936035
1673	1.768087149
1673	2.500104189
1673	3.047175169
1619	0.593948126
1679	1.202841043
1583	1.829221964
1648	2.457185507
1648	3.062870264
1619	0.672097206
1619	1.437488079
1527	1.937767744
1585	2.516045094
1609	3.359575272
1611	0.656388044
1527	1.375013351
1610	1.828377247
1561	2.656637907
1492	3.375142574
1643	0.640893698
1517	1.21882987
1576	2.04703927
1527	2.687867165
1492	3.406286478
1632	0.593904257
1727	1.279518366
1509	2.031490326
1324	2.580966234
1528	3.125327826
1839	0.593605995
1839	1.203540564
1839	1.921747208
1839	2.578586578
1839	2.969075441
1839	0.562705278
1839	1.281276703
1839	2.078371525
1839	2.468880892
1839	3.269217253
1839	0.640177965
1839	1.450897455
1839	2.343784094
1839	3.484750509
1839	4.062862635
1677	0.718583345
1677	1.56274724
1677	2.016192436
1677	2.875283718
1677	3.906596422
1677	0.671679497
1677	1.26601553
1677	1.828250408
1677	2.750384569
1677	3.04717207
1673	0.640804052
1677	1.203174114
1673	2.265733719
1673	3.00033927
1673	3.703612089
1673	0.843877077
1583	1.687740564
1677	2.625039577
1583	2.750388622
1583	4.125353098
1527	0.859497786
1636	1.564769506
1611	2.343887329
1561	2.734763384
1561	3.156455517
1702	0.624850512
1543	1.234458685
1561	2.298685074
1492	3.094465017
1527	3.109675884
1639	0.625239372
1431	1.250054359
1431	1.765917778
1517	2.453610182
1431	3.109618425
1588	0.593962669
1501	1.218802929
1451	1.843981743
1322	3.063821077
1453	3.656775475
